asin,query,brand_name,product_name,image_url,derived_style,derived_scene,derived_colour,derived_material,derived_pattern,manual_note
B0GVFL7LC2,oversized hoodie,EXOTIX,"EXOTIX Oversized Balaclava Hoodie – Unisex Black Full Zip Sweatshirt with Built-in Face Cover, Warm Winter Jacket for Men...",https://m.media-amazon.com/images/I/31I2s0f+DNL._AC_UL320_.jpg,casual,unknown,black,unknown,unknown,
B0D9W6XYVS,oversized hoodie,GRECIILOOKS,GRECIILOOKS Oversized Cotton Winter Hoodie & T-Shirt for Women Korean Style Casual | Trendy Streetwear Look with Baggy Fit...,https://m.media-amazon.com/images/I/71yDeSDFBfL._AC_UL320_.jpg,casual,daily wear,unknown,cotton,unknown,
B0DFYT4DYR,oversized hoodie,NOBERO,Nobero Oversized Hoodies for Man Stylish | 280 GSM Rich Cotton Fleece Printed Oversized Fit Hooded Full Sleeve Oversized S...,https://m.media-amazon.com/images/I/51gARqSvuxL._AC_UL320_.jpg,casual,unknown,unknown,cotton,printed,
B0CKMW6FHS,oversized hoodie,PDKFASHIONS,PDKFASHIONS Bear Long Sleeve Oversized Fleece Hoodie Sweater Pullover Hoodie for Women,https://m.media-amazon.com/images/I/61+wCT7VM7L._AC_UL320_.jpg,casual,unknown,unknown,fleece,unknown,
B0CJJ6JQY3,oversized hoodie,JUNEBERRY,"JUNEBERRY® Cotton Poly Fleece Oversized Fit Black, Green, Magenta, Mustard, Orange, Purple, Blue, Off White & Grey Graphic...",https://m.media-amazon.com/images/I/51S1KaKpWYL._AC_UL320_.jpg,casual,unknown,black,cotton,graphic,
B0DHNYDFHL,oversized hoodie,Imsa Moda,"Imsa Moda Stylish Hoodies/Sweatshirt Polycotton Hoodies for Running, Gym Warm Travel Hoodies for Men",https://m.media-amazon.com/images/I/41DB2PzxvtL._AC_UL320_.jpg,casual,vacation,unknown,cotton,unknown,
B0FQDSKKF5,oversized hoodie,Glowic,"Glowic Men’s Hoodie | Oversized Stylish Sweatshirt for Winter Wear | Trendy Casual Hoodie for Men | Perfect for Gym, Trave...",https://m.media-amazon.com/images/I/61pbjFlvrpL._AC_UL320_.jpg,casual,daily wear,unknown,unknown,unknown,
B0G4GZC2KB,oversized hoodie,SXV STYLE,"SXV STYLE Casual Zip-Up Hoodie, Oversized Fit, Light Grey, Front Pockets",https://m.media-amazon.com/images/I/71rj4cLFEcL._AC_UL320_.jpg,casual,daily wear,grey,unknown,unknown,
B0BHMCM9WN,oversized hoodie,London Hills,London Hills Printed Cotton Oversized Hoodies For Men | Half Sleeve Oversized T-shirt,https://m.media-amazon.com/images/I/71zum6ACBuL._AC_UL320_.jpg,casual,unknown,unknown,cotton,printed,
B0DDQ7NY18,oversized hoodie,BE SAVAGE,BE SAVAGE Savage Printed Sherpa Woolen Drop Shoulder Oversized Baggy || Hooded Neck Hoodie For Men's,https://m.media-amazon.com/images/I/61W+gZlxARL._AC_UL320_.jpg,casual,unknown,unknown,wool,printed,
B0FTRXJRDN,oversized hoodie,Veirdo,Veirdo® Polycotton Spun Oversized Fit Hooded Sweatshirt Full Sleeves Front Chest Graphic Printed Drop Shoulder Jumper Hood...,https://m.media-amazon.com/images/I/71jSBaYieRL._AC_UL320_.jpg,casual,unknown,unknown,cotton,printed,
B0DHLFQZ5S,oversized hoodie,TAGDO,TAGDO® Men's Hoodie|Sweatshirt for Man (2001),https://m.media-amazon.com/images/I/71FtKn1qieL._AC_UL320_.jpg,casual,unknown,unknown,unknown,unknown,
B0DPCQP2S8,oversized hoodie,Veirdo,"Veirdo® Cotton Fleece Oversized Fit Black, Grey, Green, Blue & Orange Cool & Latest Aesthetic Hustle Monster Graphic Print...",https://m.media-amazon.com/images/I/61p3XvChlJL._AC_UL320_.jpg,casual,unknown,black,cotton,graphic,
B0DBDNTW28,oversized hoodie,Lymio,Lymio Hoodie|| Sweatshirt for Unisex || Unisex Hoodie and Sweatshirt (H-46-47),https://m.media-amazon.com/images/I/71GaH2nLQ6L._AC_UL320_.jpg,casual,unknown,unknown,unknown,unknown,
B0G5YGPG2S,oversized hoodie,Amazon Brand - Anarva,Amazon Brand - Anarva Mens Drop Shoulder Hoodie | Oversized Look Cotton Blend Fleece | Pullover Sweatshirt with Hood & Kan...,https://m.media-amazon.com/images/I/61BXFiDqC-L._AC_UL320_.jpg,casual,unknown,unknown,cotton,unknown,
B0FNK9FH9M,oversized hoodie,ADBUCKS,ADBUCKS Women's Oversized Winter Jacket Sweatshirts Casual Drawstring Clothes Zip Up Hoodie with Front Pocket Ii Womens Ho...,https://m.media-amazon.com/images/I/61yT+XfwlZL._AC_UL320_.jpg,casual,daily wear,unknown,unknown,unknown,
B0FQC6V1XH,oversized hoodie,GLASGO,“GLASGO Trendy Girl's & Women's Printed Hoodie – Aesthetic Winter wear for Women |Oversized Casual Streetwear | Coffee Lov...,https://m.media-amazon.com/images/I/61b391mQyKL._AC_UL320_.jpg,casual,daily wear,unknown,unknown,printed,
B0FZWJWZLN,oversized hoodie,U.K Fashions,"U.K Fashions Women's Oversized Black Hoodie with Back Daisy Flower Print | 'Forever Love, Today is Always The Best Day' Gr...",https://m.media-amazon.com/images/I/41f65t3rppL._AC_UL320_.jpg,casual,unknown,black,unknown,unknown,
B0G2MBLNDF,oversized hoodie,XYXX,XYXX Crew Men's Cotton Blend Hoodie| Long Sleeves| Zipper Hoodie| Solid-Oversized with Side Pocket,https://m.media-amazon.com/images/I/71-ZpNE52uL._AC_UL320_.jpg,casual,unknown,unknown,cotton,solid,
B0FTS4SCMP,oversized hoodie,Veirdo,Veirdo® Polycotton Spun Oversized Fit Hooded Sweatshirt Full Sleeves Front Chest Graphic Printed Drop Shoulder Jumper Hood...,https://m.media-amazon.com/images/I/61ilKuHxYCL._AC_UL320_.jpg,casual,unknown,unknown,cotton,printed,
B0GCCQCFCV,oversized hoodie,ENCIGER,ENCIGER Mens Drop Shoulder White Hoodie | Oversized Look Cotton Blend Fleece | Pullover Sweatshirt with Hood & Kangaroo Po...,https://m.media-amazon.com/images/I/61ZY0Sw-+eL._AC_UL320_.jpg,casual,unknown,white,cotton,unknown,
B0CMD9S8TK,oversized hoodie,Besick,Besick Hoodie Oversized Drop Shoulder Minimal Streetwear for Men,https://m.media-amazon.com/images/I/61eRr80nMCL._AC_UL320_.jpg,casual,unknown,unknown,unknown,unknown,
B0BTLW7LWK,oversized hoodie,LEOTUDE,LEOTUDE Women's Oversized Loopknit Drop Shoulder Hooded Neck Sweatshirt || Women Winter wear,https://m.media-amazon.com/images/I/71trMI9VDJL._AC_UL320_.jpg,casual,unknown,unknown,knit,unknown,
B0GDFT13SN,cargo pants,Lymio,Lymio Cargo for Men || Cotton Cargo Pant || Drawstring Waist Pant (Also Available in Plus Sizes) (145-148),https://m.media-amazon.com/images/I/61VzbIFEk4L._AC_UL320_.jpg,unknown,unknown,unknown,cotton,unknown,
B0DF793LJT,cargo pants,Lymio,Lymio Cargo for Men | Cotton Cargo Pant | Drawstring Waist Pant (Also Available in Plus Sizes) (46-49),https://m.media-amazon.com/images/I/61Lc+e1Ka7L._AC_UL320_.jpg,unknown,unknown,unknown,cotton,unknown,
B0D91W682Y,cargo pants,Lymio,Lymio Cargo for Men | Cotton Cargo Pant | Drawstring Waist Pant (Also Available in Plus Sizes) (34-37),https://m.media-amazon.com/images/I/61Q+oTHo0EL._AC_UL320_.jpg,unknown,unknown,unknown,cotton,unknown,
B0FYJFYN4P,cargo pants,Casual Feel,Casual Feel Cargo Joggers for Men – Cotton Loose Fit Utility Pants with 6 Pockets | Durable Outdoor & Hiking Trousers,https://m.media-amazon.com/images/I/51VfocFQXyL._AC_UL320_.jpg,casual,outdoor,unknown,cotton,unknown,
B0DF789TB7,cargo pants,Lymio,Lymio Cargo for Men | Cotton Cargo Pant | Drawstring Waist Pant (Also Available in Plus Sizes) (46-49),https://m.media-amazon.com/images/I/61u5oAftaeL._AC_UL320_.jpg,unknown,unknown,unknown,cotton,unknown,
B0GHMSDWGF,cargo pants,Samfor,Samfor Pant for Men Casual Feel Cargo Joggers for Men – Cotton Loose Fit Utility Pants with 6 Pockets | Durable Outdoor & ...,https://m.media-amazon.com/images/I/51z-YiTRqlL._AC_UL320_.jpg,casual,outdoor,unknown,cotton,unknown,
B0GKPXXXXS,cargo pants,WEREFLEX,WEREFLEX Cargo for Men || Cotton Cargo Pant || Drawstring Waist Pant (Also Available in Plus Sizes) (W-Cargo-117-120),https://m.media-amazon.com/images/I/61zwYFdN-5L._AC_UL320_.jpg,unknown,unknown,unknown,cotton,unknown,
B0CTPZ3364,cargo pants,Lymio,Lymio Cargo for Men | Cotton Cargo Pant | Drawstring Waist Pant (Also Available in Plus Sizes)(09-12),https://m.media-amazon.com/images/I/61th0PbHfBL._AC_UL320_.jpg,unknown,unknown,unknown,cotton,unknown,
B0DZGSHQBS,cargo pants,Leriya Fashion,"Leriya Fashion Men Mid Rise Cargo Pants with 6 Pockets, Premium Cotton Drawstring Trousers, Comfortable Casual Workwear Jo...",https://m.media-amazon.com/images/I/6151KDnuMUL._AC_UL320_.jpg,casual,daily wear,unknown,cotton,unknown,
B0DRFNDSNX,cargo pants,Lymio,Lymio Cargo for Men || Cotton Cargo Pant || Drawstring Waist Pant (Also Available in Plus Sizes) (117-120),https://m.media-amazon.com/images/I/61rDp+s9DkL._AC_UL320_.jpg,unknown,unknown,unknown,cotton,unknown,
B0FK5QFBG7,cargo pants,MUFTI,MUFTI Navy Slim Fit Cargo Trousers,https://m.media-amazon.com/images/I/51Gjebwc4HL._AC_UL320_.jpg,unknown,unknown,navy,unknown,unknown,
B0CPVPWZBT,cargo pants,Lymio,Lymio Track Pant for Men || Pocket with Track Pant || Elastic Jogger Pant (Packs Also Available) (TP-06-08),https://m.media-amazon.com/images/I/610IIi6wHuL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0DF7BC7NB,cargo pants,Lymio,Lymio Cargo for Men | Cotton Cargo Pant | Drawstring Waist Pant (Also Available in Plus Sizes) (46-49),https://m.media-amazon.com/images/I/61vMoxKNd1L._AC_UL320_.jpg,unknown,unknown,unknown,cotton,unknown,
B0D91WMYFR,cargo pants,Lymio,Lymio Cargo for Men | Cotton Cargo Pant | Drawstring Waist Pant (Also Available in Plus Sizes) (38-41),https://m.media-amazon.com/images/I/61aDArxxBlL._AC_UL320_.jpg,unknown,unknown,unknown,cotton,unknown,
B0D91WMP98,cargo pants,Lymio,Lymio Cargo for Men | Cotton Cargo Pant | Drawstring Waist Pant (Also Available in Plus Sizes) (38-41),https://m.media-amazon.com/images/I/61j9jJhrStL._AC_UL320_.jpg,unknown,unknown,unknown,cotton,unknown,
B0G2RQ3F37,cargo pants,TAGAS,"TAGAS Men’s Cotton Cargo Pants | Multi-Pocket Relaxed Fit Casual Trousers, Travel & Outdoor | Mans Bottom wear",https://m.media-amazon.com/images/I/51OYONqR+YL._AC_UL320_.jpg,casual,vacation,multi,cotton,unknown,
B0D91XBDW4,cargo pants,Lymio,Lymio Cargo for Men | Cotton Cargo Pant | Drawstring Waist Pant (Also Available in Plus Sizes) (34-37),https://m.media-amazon.com/images/I/61kjvN8OtvL._AC_UL320_.jpg,unknown,unknown,unknown,cotton,unknown,
B0G4R3N1GH,cargo pants,Lymio,Lymio Cargo for Men || Cotton Cargo Pant || Drawstring Waist Pant (Also Available in Plus Sizes) (141-144),https://m.media-amazon.com/images/I/61AxGBBH+EL._AC_UL320_.jpg,unknown,unknown,unknown,cotton,unknown,
B0G4R331VX,cargo pants,Lymio,Lymio Cargo for Men || Cotton Cargo Pant || Drawstring Waist Pant (Also Available in Plus Sizes) (141-144),https://m.media-amazon.com/images/I/612oZCu7hqL._AC_UL320_.jpg,unknown,unknown,unknown,cotton,unknown,
B0G4R35WM6,cargo pants,Lymio,Lymio Cargo for Men || Cotton Cargo Pant || Drawstring Waist Pant (Also Available in Plus Sizes) (141-144),https://m.media-amazon.com/images/I/61FogpggSJL._AC_UL320_.jpg,unknown,unknown,unknown,cotton,unknown,
B0D8J2KX8Q,cargo pants,Spykar,Spykar Men Mid Rise Khaki Regular Fit Cargo,https://m.media-amazon.com/images/I/71z340ZsPuL._AC_UL320_.jpg,basic,unknown,khaki,unknown,unknown,
B0FWC9ZV4T,cargo pants,TAGAS,TAGAS Men's Cargo Pant || Trousers Casual Pant|| Trackpant for Mans ||(MC-12),https://m.media-amazon.com/images/I/51Ot33Kc2IL._AC_UL320_.jpg,casual,daily wear,unknown,unknown,unknown,
B0CZ49KPYC,cargo pants,Lymio,Lymio Men Cargo || Army Design Cargo || Cotton Drawstring Pant Six Pocket (Also Available in Plus Sizes) (Army),https://m.media-amazon.com/images/I/61IEV2+5pbL._AC_UL320_.jpg,unknown,unknown,unknown,cotton,unknown,
B0DQPR1PBB,cargo pants,TAGAS,TAGAS Men's Cargo Pant || Trousers Casual Pant|| Trackpant for Mans ||(MC-12),https://m.media-amazon.com/images/I/51apg5DZNrL._AC_UL320_.jpg,casual,daily wear,unknown,unknown,unknown,
B0DHDBGZ7D,cargo pants,Mehrang,Mehrang Track Pant for Men || Joggers for Men for Running || Gym Sports Lower for Men & Boys Track Pants for Men Multipurp...,https://m.media-amazon.com/images/I/51ZWEnfVgwL._AC_UL320_.jpg,sporty,unknown,multi,unknown,unknown,
B0FWRXRK6K,cargo pants,SMOWKLY,SMOWKLY Men’s Cotton Cargo Pants | Casual Trousers for Men | Comfortable Lower for Men | Breathable Pants with 6 Pockets &...,https://m.media-amazon.com/images/I/51ceJq5eu8L._AC_UL320_.jpg,casual,daily wear,unknown,cotton,unknown,
B0GL8R2L4X,cargo pants,TAGAS,TAGAS Men Men's Cargo Pant| Trousers Casual Pant| Trackpant for Mans|Mans Bottom wear|,https://m.media-amazon.com/images/I/51aFO2iDuXL._AC_UL320_.jpg,casual,daily wear,unknown,unknown,unknown,
B0GDG1ZZP5,cargo pants,Lymio,Lymio Cargo for Men || Cotton Cargo Pant || Drawstring Waist Pant (Also Available in Plus Sizes) (145-148),https://m.media-amazon.com/images/I/61MHzQx8StL._AC_UL320_.jpg,unknown,unknown,unknown,cotton,unknown,
B0G2RQ6D6Z,cargo pants,TAGAS,"TAGAS Men’s Cotton Cargo Pants | Multi-Pocket Relaxed Fit Casual Trousers, Travel & Outdoor | Mans Bottom wear",https://m.media-amazon.com/images/I/41mURJr76TL._AC_UL320_.jpg,casual,vacation,multi,cotton,unknown,
B0F48JKDZT,cargo pants,Vikita Enterprise,Vikita Enterprise Kid Boys Cotton Cargo Joggers Pant with Mutiple Pockets and Elastic Waistband Closure | Cargo Pants for ...,https://m.media-amazon.com/images/I/61wbFIL6tML._AC_UL320_.jpg,unknown,unknown,unknown,cotton,unknown,
B0CHSJX41N,cargo pants,REOUTLOOK- THE FASHION CONNECT,"REOUTLOOK Men’s Regular‑Fit Cotton Cargo Pants – Elastic Drawstring Waist, 5 Pockets, Breathable Everyday Casual Trousers",https://m.media-amazon.com/images/I/51v28I7TlwL._AC_UL320_.jpg,casual,daily wear,unknown,cotton,unknown,
B0DCKWKK6S,cargo pants,Ben Martin,Ben Martin Men's Denim Cotton Cargo Jeans || Stretchable Baggy Fit || High Waist Loose Cargos for Men with Box Pockets || ...,https://m.media-amazon.com/images/I/51lcQ3qe1bL._AC_UL320_.jpg,unknown,unknown,denim,cotton,unknown,
B0CTQ4S5N4,cargo pants,Lymio,Lymio Cargo for Men | Cotton Cargo Pant | Drawstring Waist Pant (Also Available in Plus Sizes) (01-04),https://m.media-amazon.com/images/I/51NSC2qvOxL._AC_UL320_.jpg,unknown,unknown,unknown,cotton,unknown,
B0F9FRDDR8,cargo pants,Symbol Premium,Symbol Premium Men's Regular Fit Washed Cargo Pants (Pure Cotton | Relaxed Fit),https://m.media-amazon.com/images/I/71U3MmM0ySL._AC_UL320_.jpg,basic,unknown,unknown,cotton,unknown,
B0D7Z8YPGS,cargo pants,TAGDO,TAGDO® Men's Cargo |Cargo Pants for Men|Cotton Pant| Men's Classic Cargo Pant (2002),https://m.media-amazon.com/images/I/51BSjj8TdmL._AC_UL320_.jpg,basic,unknown,unknown,cotton,unknown,
B0CVGQ52D6,cargo pants,JACK & JONES,Jack & Jones Men Mid Rise Cargos Trousers,https://m.media-amazon.com/images/I/51jwgBZNyGL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0D8YGPFSX,cargo pants,GRECIILOOKS,GRECIILOOKS Men's Regular Fit Low Rise Cargos Trousers | Cargo Track Pant | Loose Fit | Regular Trouser | Treck Pant's wit...,https://m.media-amazon.com/images/I/61TVldeyE1L._AC_UL320_.jpg,basic,unknown,unknown,unknown,unknown,
B0GKW6WKT7,cargo pants,CHICSTIT,CHICSTIT Men Cotton Cargo Pants | Regular Fit Mid-Rise Casual Utility Trousers with Multi Pockets | Durable Everyday Wear...,https://m.media-amazon.com/images/I/61pfe0+HOhL._AC_UL320_.jpg,casual,daily wear,multi,cotton,unknown,
B0CXPW4ST6,cargo pants,GRECIILOOKS,GRECIILOOKS Men's Regular Fit Low Rise Polycotton Cargos | Cargo Track Pant | Loose Fit | Regular Trouser (Available in Pl...,https://m.media-amazon.com/images/I/61tlSUcIc7L._AC_UL320_.jpg,basic,unknown,unknown,cotton,unknown,
B0DV3R2NZF,cargo pants,TOPLOT,TOPLOT Men's Cargo Pants | Casual Trouser Design | Multi-Pocket Utility | Comfortable Fit Wear | Durable Construction | Ea...,https://m.media-amazon.com/images/I/51EMwWyULSL._AC_UL320_.jpg,casual,daily wear,multi,unknown,unknown,
B0FDKS2JBS,cargo pants,DIVISIVE,DIVISIVE Men's Loose Baggy Fit Cotton Cargo Pants,https://m.media-amazon.com/images/I/61JxWQKjNkL._AC_UL320_.jpg,unknown,unknown,unknown,cotton,unknown,
B0DP7P6JGB,cargo pants,Lymio,Lymio Men Cargo || Army Design Cargo || Cotton Drawstring Pant Six Pocket (Also Available in Plus Sizes) (Army-03-04),https://m.media-amazon.com/images/I/61VeUTnhwnL._AC_UL320_.jpg,unknown,unknown,unknown,cotton,unknown,
B0DQY8CDWY,cargo pants,Max,Max Men's Regular Pants,https://m.media-amazon.com/images/I/51zJKfvLbwL._AC_UL320_.jpg,basic,unknown,unknown,unknown,unknown,
B0F21ZS21S,cargo pants,LOUIS SENSE,LOUIS SENSE Mens REGULER FIT Cargo Pant || Cargo for Men || Casual Trouser || Joggers Pant || (CARGO-03),https://m.media-amazon.com/images/I/41pOU4vzl0L._AC_UL320_.jpg,casual,daily wear,unknown,unknown,unknown,
B0F4MXVNQX,cargo pants,POSHAX,POSHAX Men Cargo Pant,https://m.media-amazon.com/images/I/61nwcVl1z3L._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0FLPX19GL,cargo pants,The Pant Project,The Pant Project Relaxed Fit Stretchable Denim Cargo Jeans for Men | Mens Stylish Denim Cotton Jeans,https://m.media-amazon.com/images/I/51WJH8cyDVL._AC_UL320_.jpg,unknown,unknown,denim,cotton,unknown,
B0F8KD47ZT,knit cardigan,Generic,"Women’s Cropped Tie-Front Shrug Cardigan | Soft Ribbed Knit Long Sleeve V-Neck Top | Stylish Summer Cardigan, Casual Beach...",https://m.media-amazon.com/images/I/513c3fVae2L._AC_UL320_.jpg,casual,vacation,unknown,knit,unknown,
B0GK28BXTL,knit cardigan,NOBARR,NOBARR Women's Pink V-Neck Button Down Cardigan Sweater | Down Shoulder Knit | Viscose Cotton Blend Winter Wear,https://m.media-amazon.com/images/I/41+c8oRUiIL._AC_UL320_.jpg,unknown,unknown,pink,cotton,unknown,
B0GG89VXH9,knit cardigan,Generic,"GLOWSTITCH™ Women’s Cropped Tie-Front Shrug Cardigan | Soft Ribbed Knit Long Sleeve V-Neck Top | Stylish Summer Cardigan, ...",https://m.media-amazon.com/images/I/618B7hZVNDL._AC_UL320_.jpg,unknown,vacation,unknown,knit,unknown,
B0DMNFXJYX,knit cardigan,FEVERFEW,FEVERFEW Trendy Women V Neck Knitted Sweater,https://m.media-amazon.com/images/I/71a0m1nPe-L._AC_UL320_.jpg,unknown,unknown,unknown,knit,unknown,
B0GH973L78,knit cardigan,DRAXSTAR,DRAXSTAR Women’s Open Front Hooded Cardigan – Long Sleeve Lightweight Casual Shrug | Soft Knit Hooded Jacket for Everyday...,https://m.media-amazon.com/images/I/51ZyAoxWF3L._AC_UL320_.jpg,casual,daily wear,unknown,knit,unknown,
B0DMNGHYGV,knit cardigan,FEVERFEW,FEVERFEW Stylish Vneck Sweater | Women's Knitted Sweater | Self Design | Casual Wool | Sweaters for Ladies | Cardigans Swe...,https://m.media-amazon.com/images/I/71yyMbatsPL._AC_UL320_.jpg,casual,daily wear,unknown,wool,unknown,
B0GG7H7MWJ,knit cardigan,Generic,"GLOWSTITCH™ Women’s Cropped Tie-Front Shrug Cardigan | Soft Ribbed Knit Long Sleeve V-Neck Top | Stylish Summer Cardigan, ...",https://m.media-amazon.com/images/I/71zinN1akBL._AC_UL320_.jpg,unknown,vacation,unknown,knit,unknown,
B0FS24CBSM,knit cardigan,ICW,"ICW Women Knit Cardigan with 3D Cherry V-Neck Long Sleeve Hollow Out Cropped Top Jacket E362-1 (in, Alpha, M, Regular, Of...",https://m.media-amazon.com/images/I/71yH3RpjiCL._AC_UL320_.jpg,basic,unknown,unknown,knit,unknown,
B0DSC9TKSX,knit cardigan,ICW,ICW Women's Knitted Ribbed Cardigan Long-Sleeve V-Neck Button-Up Shrug Jacket Top Dn85,https://m.media-amazon.com/images/I/71hTnlgYcqL._AC_UL320_.jpg,unknown,unknown,unknown,knit,unknown,
B0FS21ZW2J,knit cardigan,ICW,"ICW Women Knit Cardigan with 3D Cherry V-Neck Long Sleeve Hollow Out Cropped Top Jacket E362-1 (in, Alpha, M, Regular, Of...",https://m.media-amazon.com/images/I/71sbBiBooDL._AC_UL320_.jpg,basic,unknown,unknown,knit,unknown,
B0FZV8Y148,knit cardigan,Generic,Women's V-Neck Knit Button Down Cardigan Sweater | Soft Stretchable Long Sleeve Casual Winter Wear,https://m.media-amazon.com/images/I/31YoS2iWc2L._AC_UL320_.jpg,casual,daily wear,unknown,knit,unknown,
B0FVY3BS7S,knit cardigan,Max,Max Women Cardigan,https://m.media-amazon.com/images/I/71tu-DNLzmL._AC_UL320_.jpg,unknown,unknown,unknown,knit,unknown,
B0FS1W11MQ,knit cardigan,ICW,"ICW Women Knit Cardigan with 3D Cherry V-Neck Long Sleeve Hollow Out Cropped Top Jacket E362-1 (in, Alpha, M, Regular, Of...",https://m.media-amazon.com/images/I/71mlEMAwlEL._AC_UL320_.jpg,basic,unknown,unknown,knit,unknown,
B0GK2BPF57,knit cardigan,NOBARR,NOBARR Women's Pink V-Neck Button Down Cardigan Sweater | Down Shoulder Knit | Viscose Cotton Blend Winter Wear,https://m.media-amazon.com/images/I/41pUbVt4qxL._AC_UL320_.jpg,unknown,unknown,pink,cotton,unknown,
B0FNX1Y5L7,knit cardigan,PYRO SPIRIT,PYRO SPIRIT Women’s Collared Knit Cardigan with Button Closure & Flap Pockets,https://m.media-amazon.com/images/I/71Mcp91qn3L._AC_UL320_.jpg,unknown,unknown,red,knit,unknown,
B0CQ5H9XXB,knit cardigan,Style Dusk,Style Dusk Women Knitted Regular Fit V Neck Full Sleeve Self Design Solid Winter Wear Woolen Cardigan Sweater,https://m.media-amazon.com/images/I/71daA7usDRL._AC_UL320_.jpg,basic,unknown,unknown,wool,solid,
B09J2DJFN8,knit cardigan,Pivl,Pivl V Neck Casual Women Sweater/Cardigan for Winter,https://m.media-amazon.com/images/I/613717zkXAL._AC_UL320_.jpg,casual,daily wear,unknown,knit,unknown,
B0FS1V7RRG,knit cardigan,ICW,"ICW Women Knit Cardigan with 3D Cherry V-Neck Long Sleeve Hollow Out Cropped Top Jacket E362-1 (in, Alpha, M, Regular, Of...",https://m.media-amazon.com/images/I/715iWuAsIML._AC_UL320_.jpg,basic,unknown,unknown,knit,unknown,
B0F8K828NF,knit cardigan,Generic,"Women’s Cropped Tie-Front Shrug Cardigan | Soft Ribbed Knit Long Sleeve V-Neck Top | Stylish Summer Cardigan, Casual Beach...",https://m.media-amazon.com/images/I/61yzKG2LogL._AC_UL320_.jpg,casual,vacation,unknown,knit,unknown,
B084MJLD8J,knit cardigan,Pivl,Pivl V Neck Casual Women Sweater/Cardigan for Winter,https://m.media-amazon.com/images/I/711geao46aL._AC_UL320_.jpg,casual,daily wear,unknown,knit,unknown,
B0FLDLGBZH,knit cardigan,LE ARC,Women Woolen Full Sleeve self Knit v-Neck Sweater Cardigan for Winter wear with Front Pockets Plus,https://m.media-amazon.com/images/I/71dSzeyVjoL._AC_UL320_.jpg,unknown,unknown,unknown,wool,unknown,
B0FPCQBL3F,knit cardigan,Wear lusso,"Wear lusso Women’s Knit Cardigan – Button-Down V-Neck Sweater with Textured Pattern | Cozy Lightweight Layer for Office, C...",https://m.media-amazon.com/images/I/61gbccg+KjL._AC_UL320_.jpg,formal,work,red,knit,unknown,
B0GCT3T4H3,knit cardigan,ICW,ICW Women’s Crochet Knit Crop Cardigan Top V-Neck Button-Down Floral Patchwork Sweater Long Sleeve Boho Summer Shrug DN2103-1,https://m.media-amazon.com/images/I/71qCQAuBfYL._AC_UL320_.jpg,unknown,vacation,unknown,knit,floral,
B0DPCP4G89,knit cardigan,KOTTY,KOTTY Women Pullover Sweater,https://m.media-amazon.com/images/I/617J0ffhyvL._AC_UL320_.jpg,unknown,unknown,unknown,knit,unknown,
B0FRXQXZR9,knit cardigan,Max,Max Women's Acrylic Casual Cardigan Sweater,https://m.media-amazon.com/images/I/71NB09z3R3L._AC_UL320_.jpg,casual,daily wear,unknown,knit,unknown,
B0FPNYWZWF,knit cardigan,Wear lusso,Wear lusso Women’s Woolen Button-Down Cardigan | Elegant Floral Knit Full Sleeve Sweater | Cozy Winter Wear for Girls & La...,https://m.media-amazon.com/images/I/61nzULcYfwL._AC_UL320_.jpg,unknown,unknown,unknown,wool,floral,
B0GH95QJX4,knit cardigan,DRAXSTAR,DRAXSTAR Women’s Open Front Hooded Cardigan – Long Sleeve Lightweight Casual Shrug | Soft Knit Hooded Jacket for Everyday...,https://m.media-amazon.com/images/I/51ZyAoxWF3L._AC_UL320_.jpg,casual,daily wear,unknown,knit,unknown,
B0FP1TG85D,knit cardigan,SWAAGLOK - STYLE THAT SPEAKS,SWAAGLOK - STYLE THAT SPEAKS Women’s Wool Blend Round Neck Cardigan | Long Sleeve Patterned Knit Sweater with Button Closu...,https://m.media-amazon.com/images/I/61DbeF-j3rL._AC_UL320_.jpg,unknown,unknown,unknown,wool,unknown,
B0GCSGZZNV,knit cardigan,ICW,ICW Women’s Crochet Knit Crop Cardigan Top V-Neck Button-Down Floral Patchwork Sweater Long Sleeve Boho Summer Shrug DN2103-1,https://m.media-amazon.com/images/I/714YwHk6a5L._AC_UL320_.jpg,unknown,vacation,unknown,knit,floral,
B0DBZGLFLL,knit cardigan,Wear lusso,Wear lusso Women Woolen Round Neck Self Design Cardigan | Heavy Hair Fabric Winter Wear | Pure Wool Long Cotty Fully Warm ...,https://m.media-amazon.com/images/I/51xAg7r37SL._AC_UL320_.jpg,unknown,unknown,unknown,wool,unknown,
B0BNF1G1KP,knit cardigan,Rigo,"Rigo Waffle Knit Shrug for Men | Full Sleeve, Shawl Collar Cardigan for Men | Best for Casual Wear, Fashion Wear Cardigan",https://m.media-amazon.com/images/I/61kgzs1vKRL._AC_UL320_.jpg,casual,daily wear,unknown,knit,unknown,
B0CR3T9XNB,knit cardigan,ICW,ICW Women's Knitted Stretchable Cardigan Front-Open Full Sleeve Winter Long Shrug Jacket (ONE Size FIT to 32-38 INCH Bust),https://m.media-amazon.com/images/I/715fFDNwNzL._AC_UL320_.jpg,unknown,unknown,unknown,knit,unknown,
